0.935283,1.087982,,
0.608846,1.293798,,
1.011632,1.336118,,
1.142397,1.332797,,
1.906026,1.42952,,
1.523197,1.542237,,
0.83895,1.487229,,
0.992545,1.660604,,
0.649203,1.527536,,
0.991134,1.010194,,
1.030353,0.839547,,
1.775129,1.164332,,
1.655301,1.807512,,
1.068514,1.621852,,
0.973111,0.973111,,
0.725063,0.782305,,
1.277946,1.04906,,
1.431555,1.679692,,
1.648282,1.515661,,
1.450643,0.935283,,
0.723005,1.027428,,
0.95471,1.794855,,
0.740193,1.518344,,
1.602201,0.877396,,
1.660013,1.030353,,
1.412971,1.699384,,
1.14443,1.373315,,
0.649434,0.897747,,
1.010913,1.201651,,
1.050181,1.871232,,
1.90942,1.355688,,
1.54608,0.858933,,
0.896789,1.354723,,
1.043123,1.953485,,
0.761869,1.066616,,
1.392389,1.010913,,
1.603913,1.966703,,
1.507368,1.221159,,
1.163917,0.93495,,
0.763224,1.698174,,
1.679692,1.622429,,
1.679692,0.916195,,
0.892027,1.670178,,
0.992192,1.54553,,
0.782584,0.897108,,
1.561831,1.123757,,
1.640933,1.908061,,
1.336594,1.126558,,
1.260217,0.859239,,
0.608199,1.083354,,
,,,
1.19210428,1.31083656,output:,1.469
